Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.412383079528809,6.427064888954929,6.363543460401331,6.39500453775006,493729600
2010-01-05,6.423469543457031,6.459724811076854,6.389610971174252,6.430061555769471,601904800
2010-01-06,6.321297645568848,6.448940212763905,6.314705631282694,6.423471466707728,552160000
2010-01-07,6.309608459472656,6.352156495427593,6.2637652180102235,6.344665573595873,477131200
2010-01-08,6.351556777954102,6.352156451745745,6.264065611905878,6.301218983738794,447610800
2010-01-11,6.295527935028076,6.382120607729177,6.245789004616336,6.376127869113472,462229600
2010-01-12,6.223914623260498,6.285339385234632,6.184963027947553,6.267960045672149,594459600
2010-01-13,6.31170654296875,6.320096376251566,6.115449572171949,6.2284102842913915,605892000
2010-01-14,6.275152683258057,6.306014887372378,6.26286796902864,6.2955279947447265,432894000
2010-01-15,6.1702799797058105,6.340170460685832,6.168482158738376,6.320094793216149,594067600
2010-01-19,6.4432454109191895,6.447739965208478,6.20953458861622,6.24219381630371,730007600
2010-01-20,6.344067573547363,6.458525674504352,6.277249741754556,6.439349312023581,612152800
2010-01-21,6.234401702880859,6.391408236631557,6.2086337298182155,6.354554098420928,608154400
2010-01-22,5.925184726715088,6.217323935224247,5.90750694778653,6.195750876171056,881767600
2010-01-25,6.08458948135376,6.133428713276247,5.998296023621691,6.067810209018341,1065699600
2010-01-26,6.1705803871154785,6.403393030832656,6.069904800661809,6.170880023980803,1867110000
2010-01-27,6.228708267211914,6.309607814428578,5.978516704250069,6.197846072469565,1722568400
2010-01-28,5.971325874328613,6.1573963548044075,5.953648100550839,6.14031785471735,1173502400
2010-01-29,5.754695892333984,6.0585209718287905,5.700462802205497,6.0249624320878645,1245952400
2010-02-01,5.834696292877197,5.8727493827024215,5.731923226685821,5.763983577940364,749876400
2010-02-02,5.868553638458252,5.882336935227896,5.79424569090293,5.870052222938982,698342400
2010-02-03,5.9695305824279785,5.9985949686925775,5.825408399142304,5.847880772016108,615328000
2010-02-04,5.754395961761475,5.943761698865939,5.740013389278229,5.8946220429801155,757652000
2010-02-05,5.856570243835449,5.872750641444332,5.718440790569541,5.771775375181527,850306800
2010-02-08,5.8164191246032715,5.9290802149433555,5.8128234812851005,5.863461324584028,478270800
2010-02-09,5.87844181060791,5.917693043599327,5.835294897942736,5.885333059125075,632886800
2010-02-10,5.846380233764648,5.890726087766112,5.820612264617394,5.869451471246659,370361600
2010-02-11,5.9527506828308105,5.985111072370361,5.814621253591397,5.839191082674367,550345600
2010-02-12,6.003986835479736,6.041740283839114,5.857767232322593,5.935970461024799,655468800
2010-02-16,6.0944743156433105,6.103163384249479,6.038143787956113,6.050728135614687,543737600
2010-02-17,6.069009304046631,6.121743818335335,6.018371048708562,6.1181481741658095,436396800
2010-02-18,6.080392360687256,6.109157102877768,6.020166544270516,6.04143996395349,422825200
2010-02-19,6.042638778686523,6.088482423024295,6.025859512798315,6.048332279678846,415469600
2010-02-22,6.005184650421143,6.0675079204665545,5.968330514829647,6.062714130500933,390563600
2010-02-23,5.9045090675354,6.032451213366717,5.864059289383913,5.992600308918576,575094800
2010-02-24,6.012379169464111,6.035750056704071,5.927882730772087,5.939568574441489,460566400
2010-02-25,6.052526950836182,6.07829492408606,5.899416095686119,5.914097903707459,665126000
2010-02-26,6.1310296058654785,6.147509234712396,6.052526741188169,6.0639125429217255,507460800
2010-03-01,6.261969089508057,6.277249772124554,6.155899621496936,6.164888328927103,550093600
2010-03-02,6.257774829864502,6.317101345262112,6.224515528746978,6.29013442004102,566546400
2010-03-03,6.272156238555908,6.288336633809385,6.230508302822989,6.2604711976381715,372052800
2010-03-04,6.313504695892334,6.319797071184843,6.2511814169525035,6.270658216716701,366041200
2010-03-05,6.560401916503906,6.5828742908380224,6.430961536400636,6.440250283145818,899620400
2010-03-08,6.564296245574951,6.594558377208568,6.539426778912664,6.592161681671236,429889600
2010-03-09,6.682348728179932,6.741675228884419,6.528638612651174,6.541222961278,920259200
2010-03-10,6.73688268661499,6.756059451192555,6.687743827582294,6.7066205551640055,596218000
2010-03-11,6.756656169891357,6.756656169891357,6.69133733276276,6.709015908015551,405700400
2010-03-12,6.789618968963623,6.8234767486591625,6.764150224882795,6.812689817027542,416323600
2010-03-15,6.706920146942139,6.756657879483593,6.599352484110928,6.753063036248165,493502800
2010-03-16,6.7251973152160645,6.741077673496564,6.667069347187216,6.717107517625671,446908000
2010-03-17,6.715308666229248,6.7851220645390145,6.68984032951547,6.7386795446173045,450956800
2010-03-18,6.731189250946045,6.741676142881947,6.670064520665953,6.714708820634325,342109600
2010-03-19,6.65927791595459,6.748867351932457,6.628715351138066,6.73538409101153,559445600
2010-03-22,6.734186172485352,6.77164038974122,6.596356381196804,6.6059447632269315,456419600
2010-03-23,6.842351913452148,6.854936664143012,6.714708985312008,6.76085227107992,602431200
2010-03-24,6.87261438369751,6.897483846448694,6.816882720170938,6.820778399935938,597780400
2010-03-25,6.791114330291748,6.920555063380857,6.779128854978362,6.919056478917441,542284400
2010-03-26,6.918458461761475,6.949919136387301,6.848044989796862,6.8600304659011035,640875200
2010-03-29,6.963103771209717,7.0074492416843315,6.94003292518111,6.981382026022393,540744400
2010-03-30,7.066773891448975,7.115614303507301,7.01883279009218,7.089246257706895,527310000
2010-03-31,7.041303634643555,7.089544762508228,7.02512404649748,7.055986238840401,430659600
2010-04-01,7.070370674133301,7.153068067182896,6.973889982192798,7.113517592301873,603145200
2010-04-05,7.145876407623291,7.146475681389719,7.03441388736325,7.040706661959981,684507600
2010-04-06,7.1773362159729,7.198309992835805,7.101230065481698,7.137185683031179,447017200
2010-04-07,7.209097862243652,7.248649126737599,7.150969112865418,7.177636392730756,628502000
2010-04-08,7.18962287902832,7.237263945210384,7.132393432201257,7.204304686841717,572989200
2010-04-09,7.244755268096924,7.247752437478197,7.204904756785378,7.233969138777934,334182800
2010-04-12,7.259737014770508,7.283107894755608,7.24535444241131,7.25703988240386,333026400
2010-04-13,7.263932704925537,7.275019673569741,7.224381422469817,7.246854596697888,306210800
2010-04-14,7.361612319946289,7.365207963598401,7.3130727308402275,7.3493276041842694,404076400
2010-04-15,7.458390235900879,7.461685841284158,7.356216067739782,7.364305862843044,376784800
2010-04-16,7.41284704208374,7.524908838714239,7.327452528629698,7.447903358086634,750545600
2010-04-19,7.402961730957031,7.427531163506966,7.244157330086129,7.401763183022949,566924400
2010-04-20,7.328653335571289,7.468280969045903,7.279813707563305,7.447007143334028,738326400
2010-04-21,7.76701021194458,7.7978724130404204,7.662438932582745,7.754425461963079,982391200
2010-04-22,7.984241008758545,7.992630841282853,7.6765207380789375,7.737645860657571,793424800
2010-04-23,8.114880561828613,8.15533034528452,8.000122423505154,8.029785278000057,796955600
2010-04-26,8.075033187866211,8.16372334902298,8.035781136731876,8.146345201269504,479068800
2010-04-27,7.851502895355225,8.025288243517908,7.805959700732099,8.008209345509663,709343600
2010-04-28,7.838322162628174,7.910232619072931,7.6828142103705375,7.887761051489373,758402400
2010-04-29,8.049260139465332,8.09000914997601,7.850605312807662,7.880867433847234,558840800
2010-04-30,7.823041915893555,8.10709052945932,7.820345583527171,8.06933707573819,542463600
2010-05-03,7.980648994445801,8.02649305724622,7.876676951497498,7.90544210465818,454342000
2010-05-04,7.750827312469482,7.888957080345181,7.69299940888352,7.876972408146745,723819600
2010-05-05,7.670233249664307,7.7346540155046855,7.4527015511516135,7.581543082832371,883103200
2010-05-06,7.378393173217773,7.737948794986498,5.970130787602723,7.605512432963244,1285860800
2010-05-07,7.067073345184326,7.387977657062578,6.74796765476434,7.302283905876638,1676018400
2010-05-10,7.610302925109863,7.63007896083089,7.446705175546818,7.498241923084889,984306400
2010-05-11,7.686108589172363,7.787083398535372,7.505731221581782,7.545880955808743,848906800
2010-05-12,7.853000640869141,7.884162065477842,7.751426574139385,7.767605359848491,654379600
2010-05-13,7.741242408752441,7.940196517012091,7.682514374310642,7.886861946966857,599712400
2010-05-14,7.605210304260254,7.684912129208868,7.475770348026888,7.6453608536712,759362800
2010-05-17,7.617197513580322,7.675925566415338,7.422138224022144,7.631580089809014,762834800
2010-05-18,7.561465263366699,7.746936135229173,7.498542303844882,7.699894334137096,782678400
2010-05-19,7.441014289855957,7.5782448253708985,7.336443784890289,7.475771379201646,1025726800
2010-05-20,7.12400484085083,7.306479320770676,7.077561519271861,7.247451248815021,1282915200
2010-05-21,7.260635852813721,7.3259550978279355,6.931940969262358,6.975986394096475,1223891200
2010-05-24,7.393671989440918,7.517719290339952,7.378690941569185,7.409253111330158,754238800
2010-05-25,7.347530364990234,7.3936728619871515,7.106028547897598,7.1716470495051325,1048006400
2010-05-26,7.314270496368408,7.554574547108452,7.303483565385907,7.4931501680506285,850654000
2010-05-27,7.591127872467041,7.607308267267583,7.4640850099832665,7.508729714007174,666282400
2010-05-28,7.6968994140625,7.7724063396287315,7.5911295508387315,7.77210710267114,815614800
2010-06-01,7.815252304077148,7.96836319604015,7.759221390565435,7.781094489431396,876472800
2010-06-02,7.908738136291504,7.93420608096159,7.8002711432630205,7.926415519017176,688548000
2010-06-03,7.883865833282471,7.95667559735946,7.80266543618084,7.945588632372099,650106800
2010-06-04,7.669332027435303,7.847311572285249,7.629481513873235,7.736748339856043,758304400
2010-06-07,7.518918514251709,7.764914479304953,7.507232271734648,7.7391464985775515,886942000
2010-06-08,7.470676422119141,7.604611323522603,7.360412437082788,7.58783165618946,1000770400
2010-06-09,7.287003040313721,7.5476823732337275,7.2657300180716184,7.534797584976363,854630000
